image_path,mask_path
GTA5/GTA5/images\00799.png,GTA5/GTA5/labels\00799.png
GTA5/GTA5/images\00800.png,GTA5/GTA5/labels\00800.png
GTA5/GTA5/images\00801.png,GTA5/GTA5/labels\00801.png
GTA5/GTA5/images\00802.png,GTA5/GTA5/labels\00802.png
GTA5/GTA5/images\00803.png,GTA5/GTA5/labels\00803.png
GTA5/GTA5/images\00804.png,GTA5/GTA5/labels\00804.png
GTA5/GTA5/images\00805.png,GTA5/GTA5/labels\00805.png
GTA5/GTA5/images\00806.png,GTA5/GTA5/labels\00806.png
GTA5/GTA5/images\00807.png,GTA5/GTA5/labels\00807.png
GTA5/GTA5/images\00808.png,GTA5/GTA5/labels\00808.png
GTA5/GTA5/images\00809.png,GTA5/GTA5/labels\00809.png
GTA5/GTA5/images\00810.png,GTA5/GTA5/labels\00810.png
GTA5/GTA5/images\00811.png,GTA5/GTA5/labels\00811.png
GTA5/GTA5/images\00812.png,GTA5/GTA5/labels\00812.png
GTA5/GTA5/images\00813.png,GTA5/GTA5/labels\00813.png
GTA5/GTA5/images\00814.png,GTA5/GTA5/labels\00814.png
GTA5/GTA5/images\00815.png,GTA5/GTA5/labels\00815.png
GTA5/GTA5/images\00816.png,GTA5/GTA5/labels\00816.png
GTA5/GTA5/images\00817.png,GTA5/GTA5/labels\00817.png
GTA5/GTA5/images\00818.png,GTA5/GTA5/labels\00818.png
GTA5/GTA5/images\00819.png,GTA5/GTA5/labels\00819.png
GTA5/GTA5/images\00820.png,GTA5/GTA5/labels\00820.png
GTA5/GTA5/images\00821.png,GTA5/GTA5/labels\00821.png
GTA5/GTA5/images\00822.png,GTA5/GTA5/labels\00822.png
GTA5/GTA5/images\00823.png,GTA5/GTA5/labels\00823.png
GTA5/GTA5/images\00824.png,GTA5/GTA5/labels\00824.png
GTA5/GTA5/images\00825.png,GTA5/GTA5/labels\00825.png
GTA5/GTA5/images\00826.png,GTA5/GTA5/labels\00826.png
GTA5/GTA5/images\00827.png,GTA5/GTA5/labels\00827.png
GTA5/GTA5/images\00828.png,GTA5/GTA5/labels\00828.png
GTA5/GTA5/images\00829.png,GTA5/GTA5/labels\00829.png
GTA5/GTA5/images\00830.png,GTA5/GTA5/labels\00830.png
GTA5/GTA5/images\00831.png,GTA5/GTA5/labels\00831.png
GTA5/GTA5/images\00832.png,GTA5/GTA5/labels\00832.png
GTA5/GTA5/images\00833.png,GTA5/GTA5/labels\00833.png
GTA5/GTA5/images\00834.png,GTA5/GTA5/labels\00834.png
GTA5/GTA5/images\00835.png,GTA5/GTA5/labels\00835.png
GTA5/GTA5/images\00836.png,GTA5/GTA5/labels\00836.png
GTA5/GTA5/images\00837.png,GTA5/GTA5/labels\00837.png
GTA5/GTA5/images\00838.png,GTA5/GTA5/labels\00838.png
GTA5/GTA5/images\00839.png,GTA5/GTA5/labels\00839.png
GTA5/GTA5/images\00840.png,GTA5/GTA5/labels\00840.png
GTA5/GTA5/images\00841.png,GTA5/GTA5/labels\00841.png
GTA5/GTA5/images\00842.png,GTA5/GTA5/labels\00842.png
GTA5/GTA5/images\00843.png,GTA5/GTA5/labels\00843.png
GTA5/GTA5/images\00844.png,GTA5/GTA5/labels\00844.png
GTA5/GTA5/images\00845.png,GTA5/GTA5/labels\00845.png
GTA5/GTA5/images\00846.png,GTA5/GTA5/labels\00846.png
GTA5/GTA5/images\00847.png,GTA5/GTA5/labels\00847.png
GTA5/GTA5/images\00848.png,GTA5/GTA5/labels\00848.png
GTA5/GTA5/images\00849.png,GTA5/GTA5/labels\00849.png
GTA5/GTA5/images\00850.png,GTA5/GTA5/labels\00850.png
GTA5/GTA5/images\00851.png,GTA5/GTA5/labels\00851.png
GTA5/GTA5/images\00852.png,GTA5/GTA5/labels\00852.png
GTA5/GTA5/images\00853.png,GTA5/GTA5/labels\00853.png
GTA5/GTA5/images\00854.png,GTA5/GTA5/labels\00854.png
GTA5/GTA5/images\00855.png,GTA5/GTA5/labels\00855.png
GTA5/GTA5/images\00856.png,GTA5/GTA5/labels\00856.png
GTA5/GTA5/images\00857.png,GTA5/GTA5/labels\00857.png
GTA5/GTA5/images\00858.png,GTA5/GTA5/labels\00858.png
GTA5/GTA5/images\00859.png,GTA5/GTA5/labels\00859.png
GTA5/GTA5/images\00860.png,GTA5/GTA5/labels\00860.png
GTA5/GTA5/images\00861.png,GTA5/GTA5/labels\00861.png
GTA5/GTA5/images\00862.png,GTA5/GTA5/labels\00862.png
GTA5/GTA5/images\00863.png,GTA5/GTA5/labels\00863.png
GTA5/GTA5/images\00864.png,GTA5/GTA5/labels\00864.png
GTA5/GTA5/images\00865.png,GTA5/GTA5/labels\00865.png
GTA5/GTA5/images\00866.png,GTA5/GTA5/labels\00866.png
GTA5/GTA5/images\00867.png,GTA5/GTA5/labels\00867.png
GTA5/GTA5/images\00868.png,GTA5/GTA5/labels\00868.png
GTA5/GTA5/images\00869.png,GTA5/GTA5/labels\00869.png
GTA5/GTA5/images\00870.png,GTA5/GTA5/labels\00870.png
GTA5/GTA5/images\00871.png,GTA5/GTA5/labels\00871.png
GTA5/GTA5/images\00872.png,GTA5/GTA5/labels\00872.png
GTA5/GTA5/images\00873.png,GTA5/GTA5/labels\00873.png
GTA5/GTA5/images\00874.png,GTA5/GTA5/labels\00874.png
GTA5/GTA5/images\00875.png,GTA5/GTA5/labels\00875.png
GTA5/GTA5/images\00876.png,GTA5/GTA5/labels\00876.png
GTA5/GTA5/images\00877.png,GTA5/GTA5/labels\00877.png
GTA5/GTA5/images\00878.png,GTA5/GTA5/labels\00878.png
GTA5/GTA5/images\00879.png,GTA5/GTA5/labels\00879.png
GTA5/GTA5/images\00880.png,GTA5/GTA5/labels\00880.png
GTA5/GTA5/images\00881.png,GTA5/GTA5/labels\00881.png
GTA5/GTA5/images\00882.png,GTA5/GTA5/labels\00882.png
GTA5/GTA5/images\00883.png,GTA5/GTA5/labels\00883.png
GTA5/GTA5/images\00884.png,GTA5/GTA5/labels\00884.png
GTA5/GTA5/images\00885.png,GTA5/GTA5/labels\00885.png
GTA5/GTA5/images\00886.png,GTA5/GTA5/labels\00886.png
GTA5/GTA5/images\00887.png,GTA5/GTA5/labels\00887.png
GTA5/GTA5/images\00888.png,GTA5/GTA5/labels\00888.png
GTA5/GTA5/images\00889.png,GTA5/GTA5/labels\00889.png
GTA5/GTA5/images\00890.png,GTA5/GTA5/labels\00890.png
GTA5/GTA5/images\00891.png,GTA5/GTA5/labels\00891.png
GTA5/GTA5/images\00892.png,GTA5/GTA5/labels\00892.png
GTA5/GTA5/images\00893.png,GTA5/GTA5/labels\00893.png
GTA5/GTA5/images\00894.png,GTA5/GTA5/labels\00894.png
GTA5/GTA5/images\00895.png,GTA5/GTA5/labels\00895.png
GTA5/GTA5/images\00896.png,GTA5/GTA5/labels\00896.png
GTA5/GTA5/images\00897.png,GTA5/GTA5/labels\00897.png
GTA5/GTA5/images\00898.png,GTA5/GTA5/labels\00898.png
GTA5/GTA5/images\00899.png,GTA5/GTA5/labels\00899.png
GTA5/GTA5/images\00900.png,GTA5/GTA5/labels\00900.png
GTA5/GTA5/images\00901.png,GTA5/GTA5/labels\00901.png
GTA5/GTA5/images\00902.png,GTA5/GTA5/labels\00902.png
GTA5/GTA5/images\00903.png,GTA5/GTA5/labels\00903.png
GTA5/GTA5/images\00904.png,GTA5/GTA5/labels\00904.png
GTA5/GTA5/images\00905.png,GTA5/GTA5/labels\00905.png
GTA5/GTA5/images\00906.png,GTA5/GTA5/labels\00906.png
GTA5/GTA5/images\00907.png,GTA5/GTA5/labels\00907.png
GTA5/GTA5/images\00908.png,GTA5/GTA5/labels\00908.png
GTA5/GTA5/images\00909.png,GTA5/GTA5/labels\00909.png
GTA5/GTA5/images\00910.png,GTA5/GTA5/labels\00910.png
GTA5/GTA5/images\00911.png,GTA5/GTA5/labels\00911.png
GTA5/GTA5/images\00912.png,GTA5/GTA5/labels\00912.png
GTA5/GTA5/images\00913.png,GTA5/GTA5/labels\00913.png
GTA5/GTA5/images\00914.png,GTA5/GTA5/labels\00914.png
GTA5/GTA5/images\00915.png,GTA5/GTA5/labels\00915.png
GTA5/GTA5/images\00916.png,GTA5/GTA5/labels\00916.png
GTA5/GTA5/images\00917.png,GTA5/GTA5/labels\00917.png
GTA5/GTA5/images\00918.png,GTA5/GTA5/labels\00918.png
GTA5/GTA5/images\00919.png,GTA5/GTA5/labels\00919.png
GTA5/GTA5/images\00920.png,GTA5/GTA5/labels\00920.png
GTA5/GTA5/images\00921.png,GTA5/GTA5/labels\00921.png
GTA5/GTA5/images\00922.png,GTA5/GTA5/labels\00922.png
GTA5/GTA5/images\00923.png,GTA5/GTA5/labels\00923.png
GTA5/GTA5/images\00924.png,GTA5/GTA5/labels\00924.png
GTA5/GTA5/images\00925.png,GTA5/GTA5/labels\00925.png
GTA5/GTA5/images\00926.png,GTA5/GTA5/labels\00926.png
GTA5/GTA5/images\00927.png,GTA5/GTA5/labels\00927.png
GTA5/GTA5/images\00928.png,GTA5/GTA5/labels\00928.png
GTA5/GTA5/images\00929.png,GTA5/GTA5/labels\00929.png
GTA5/GTA5/images\00930.png,GTA5/GTA5/labels\00930.png
GTA5/GTA5/images\00931.png,GTA5/GTA5/labels\00931.png
GTA5/GTA5/images\00932.png,GTA5/GTA5/labels\00932.png
GTA5/GTA5/images\00933.png,GTA5/GTA5/labels\00933.png
GTA5/GTA5/images\00934.png,GTA5/GTA5/labels\00934.png
GTA5/GTA5/images\00935.png,GTA5/GTA5/labels\00935.png
GTA5/GTA5/images\00936.png,GTA5/GTA5/labels\00936.png
GTA5/GTA5/images\00937.png,GTA5/GTA5/labels\00937.png
GTA5/GTA5/images\00938.png,GTA5/GTA5/labels\00938.png
GTA5/GTA5/images\00939.png,GTA5/GTA5/labels\00939.png
GTA5/GTA5/images\00940.png,GTA5/GTA5/labels\00940.png
GTA5/GTA5/images\00941.png,GTA5/GTA5/labels\00941.png
GTA5/GTA5/images\00942.png,GTA5/GTA5/labels\00942.png
GTA5/GTA5/images\00943.png,GTA5/GTA5/labels\00943.png
GTA5/GTA5/images\00944.png,GTA5/GTA5/labels\00944.png
GTA5/GTA5/images\00945.png,GTA5/GTA5/labels\00945.png
GTA5/GTA5/images\00946.png,GTA5/GTA5/labels\00946.png
GTA5/GTA5/images\00947.png,GTA5/GTA5/labels\00947.png
GTA5/GTA5/images\00948.png,GTA5/GTA5/labels\00948.png
GTA5/GTA5/images\00949.png,GTA5/GTA5/labels\00949.png
GTA5/GTA5/images\00950.png,GTA5/GTA5/labels\00950.png
GTA5/GTA5/images\00951.png,GTA5/GTA5/labels\00951.png
GTA5/GTA5/images\00952.png,GTA5/GTA5/labels\00952.png
GTA5/GTA5/images\00953.png,GTA5/GTA5/labels\00953.png
GTA5/GTA5/images\00954.png,GTA5/GTA5/labels\00954.png
GTA5/GTA5/images\00955.png,GTA5/GTA5/labels\00955.png
GTA5/GTA5/images\00956.png,GTA5/GTA5/labels\00956.png
GTA5/GTA5/images\00957.png,GTA5/GTA5/labels\00957.png
GTA5/GTA5/images\00958.png,GTA5/GTA5/labels\00958.png
GTA5/GTA5/images\00959.png,GTA5/GTA5/labels\00959.png
GTA5/GTA5/images\00960.png,GTA5/GTA5/labels\00960.png
GTA5/GTA5/images\00961.png,GTA5/GTA5/labels\00961.png
GTA5/GTA5/images\00962.png,GTA5/GTA5/labels\00962.png
GTA5/GTA5/images\00963.png,GTA5/GTA5/labels\00963.png
GTA5/GTA5/images\00964.png,GTA5/GTA5/labels\00964.png
GTA5/GTA5/images\00965.png,GTA5/GTA5/labels\00965.png
GTA5/GTA5/images\00966.png,GTA5/GTA5/labels\00966.png
GTA5/GTA5/images\00967.png,GTA5/GTA5/labels\00967.png
GTA5/GTA5/images\00968.png,GTA5/GTA5/labels\00968.png
GTA5/GTA5/images\00969.png,GTA5/GTA5/labels\00969.png
GTA5/GTA5/images\00970.png,GTA5/GTA5/labels\00970.png
GTA5/GTA5/images\00971.png,GTA5/GTA5/labels\00971.png
GTA5/GTA5/images\00972.png,GTA5/GTA5/labels\00972.png
GTA5/GTA5/images\00973.png,GTA5/GTA5/labels\00973.png
GTA5/GTA5/images\00974.png,GTA5/GTA5/labels\00974.png
GTA5/GTA5/images\00975.png,GTA5/GTA5/labels\00975.png
GTA5/GTA5/images\00976.png,GTA5/GTA5/labels\00976.png
GTA5/GTA5/images\00977.png,GTA5/GTA5/labels\00977.png
GTA5/GTA5/images\00978.png,GTA5/GTA5/labels\00978.png
GTA5/GTA5/images\00979.png,GTA5/GTA5/labels\00979.png
GTA5/GTA5/images\00980.png,GTA5/GTA5/labels\00980.png
GTA5/GTA5/images\00981.png,GTA5/GTA5/labels\00981.png
GTA5/GTA5/images\00982.png,GTA5/GTA5/labels\00982.png
GTA5/GTA5/images\00983.png,GTA5/GTA5/labels\00983.png
GTA5/GTA5/images\00984.png,GTA5/GTA5/labels\00984.png
GTA5/GTA5/images\00985.png,GTA5/GTA5/labels\00985.png
GTA5/GTA5/images\00986.png,GTA5/GTA5/labels\00986.png
GTA5/GTA5/images\00987.png,GTA5/GTA5/labels\00987.png
GTA5/GTA5/images\00988.png,GTA5/GTA5/labels\00988.png
GTA5/GTA5/images\00989.png,GTA5/GTA5/labels\00989.png
GTA5/GTA5/images\00990.png,GTA5/GTA5/labels\00990.png
GTA5/GTA5/images\00991.png,GTA5/GTA5/labels\00991.png
GTA5/GTA5/images\00992.png,GTA5/GTA5/labels\00992.png
GTA5/GTA5/images\00993.png,GTA5/GTA5/labels\00993.png
GTA5/GTA5/images\00994.png,GTA5/GTA5/labels\00994.png
GTA5/GTA5/images\00995.png,GTA5/GTA5/labels\00995.png
GTA5/GTA5/images\00996.png,GTA5/GTA5/labels\00996.png
GTA5/GTA5/images\00997.png,GTA5/GTA5/labels\00997.png
GTA5/GTA5/images\00998.png,GTA5/GTA5/labels\00998.png
GTA5/GTA5/images\00999.png,GTA5/GTA5/labels\00999.png
GTA5/GTA5/images\01000.png,GTA5/GTA5/labels\01000.png
GTA5/GTA5/images\01001.png,GTA5/GTA5/labels\01001.png
GTA5/GTA5/images\01002.png,GTA5/GTA5/labels\01002.png
GTA5/GTA5/images\01003.png,GTA5/GTA5/labels\01003.png
GTA5/GTA5/images\01004.png,GTA5/GTA5/labels\01004.png
GTA5/GTA5/images\01005.png,GTA5/GTA5/labels\01005.png
GTA5/GTA5/images\01006.png,GTA5/GTA5/labels\01006.png
GTA5/GTA5/images\01007.png,GTA5/GTA5/labels\01007.png
GTA5/GTA5/images\01008.png,GTA5/GTA5/labels\01008.png
GTA5/GTA5/images\01009.png,GTA5/GTA5/labels\01009.png
GTA5/GTA5/images\01010.png,GTA5/GTA5/labels\01010.png
GTA5/GTA5/images\01011.png,GTA5/GTA5/labels\01011.png
GTA5/GTA5/images\01012.png,GTA5/GTA5/labels\01012.png
GTA5/GTA5/images\01013.png,GTA5/GTA5/labels\01013.png
GTA5/GTA5/images\01014.png,GTA5/GTA5/labels\01014.png
GTA5/GTA5/images\01015.png,GTA5/GTA5/labels\01015.png
GTA5/GTA5/images\01016.png,GTA5/GTA5/labels\01016.png
GTA5/GTA5/images\01017.png,GTA5/GTA5/labels\01017.png
GTA5/GTA5/images\01018.png,GTA5/GTA5/labels\01018.png
GTA5/GTA5/images\01019.png,GTA5/GTA5/labels\01019.png
GTA5/GTA5/images\01020.png,GTA5/GTA5/labels\01020.png
GTA5/GTA5/images\01021.png,GTA5/GTA5/labels\01021.png
GTA5/GTA5/images\01022.png,GTA5/GTA5/labels\01022.png
GTA5/GTA5/images\01023.png,GTA5/GTA5/labels\01023.png
GTA5/GTA5/images\01024.png,GTA5/GTA5/labels\01024.png
GTA5/GTA5/images\01025.png,GTA5/GTA5/labels\01025.png
GTA5/GTA5/images\01026.png,GTA5/GTA5/labels\01026.png
GTA5/GTA5/images\01027.png,GTA5/GTA5/labels\01027.png
GTA5/GTA5/images\01028.png,GTA5/GTA5/labels\01028.png
GTA5/GTA5/images\01029.png,GTA5/GTA5/labels\01029.png
GTA5/GTA5/images\01030.png,GTA5/GTA5/labels\01030.png
GTA5/GTA5/images\01031.png,GTA5/GTA5/labels\01031.png
GTA5/GTA5/images\01032.png,GTA5/GTA5/labels\01032.png
GTA5/GTA5/images\01033.png,GTA5/GTA5/labels\01033.png
GTA5/GTA5/images\01034.png,GTA5/GTA5/labels\01034.png
GTA5/GTA5/images\01035.png,GTA5/GTA5/labels\01035.png
GTA5/GTA5/images\01036.png,GTA5/GTA5/labels\01036.png
GTA5/GTA5/images\01037.png,GTA5/GTA5/labels\01037.png
GTA5/GTA5/images\01038.png,GTA5/GTA5/labels\01038.png
GTA5/GTA5/images\01039.png,GTA5/GTA5/labels\01039.png
GTA5/GTA5/images\01040.png,GTA5/GTA5/labels\01040.png
GTA5/GTA5/images\01041.png,GTA5/GTA5/labels\01041.png
GTA5/GTA5/images\01042.png,GTA5/GTA5/labels\01042.png
GTA5/GTA5/images\01043.png,GTA5/GTA5/labels\01043.png
GTA5/GTA5/images\01044.png,GTA5/GTA5/labels\01044.png
GTA5/GTA5/images\01045.png,GTA5/GTA5/labels\01045.png
GTA5/GTA5/images\01046.png,GTA5/GTA5/labels\01046.png
GTA5/GTA5/images\01047.png,GTA5/GTA5/labels\01047.png
GTA5/GTA5/images\01048.png,GTA5/GTA5/labels\01048.png
GTA5/GTA5/images\01049.png,GTA5/GTA5/labels\01049.png
GTA5/GTA5/images\01050.png,GTA5/GTA5/labels\01050.png
GTA5/GTA5/images\01051.png,GTA5/GTA5/labels\01051.png
GTA5/GTA5/images\01052.png,GTA5/GTA5/labels\01052.png
GTA5/GTA5/images\01053.png,GTA5/GTA5/labels\01053.png
GTA5/GTA5/images\01054.png,GTA5/GTA5/labels\01054.png
GTA5/GTA5/images\01055.png,GTA5/GTA5/labels\01055.png
GTA5/GTA5/images\01056.png,GTA5/GTA5/labels\01056.png
GTA5/GTA5/images\01057.png,GTA5/GTA5/labels\01057.png
GTA5/GTA5/images\01058.png,GTA5/GTA5/labels\01058.png
GTA5/GTA5/images\01059.png,GTA5/GTA5/labels\01059.png
GTA5/GTA5/images\01060.png,GTA5/GTA5/labels\01060.png
GTA5/GTA5/images\01061.png,GTA5/GTA5/labels\01061.png
GTA5/GTA5/images\01062.png,GTA5/GTA5/labels\01062.png
GTA5/GTA5/images\01063.png,GTA5/GTA5/labels\01063.png
GTA5/GTA5/images\01064.png,GTA5/GTA5/labels\01064.png
GTA5/GTA5/images\01065.png,GTA5/GTA5/labels\01065.png
GTA5/GTA5/images\01066.png,GTA5/GTA5/labels\01066.png
GTA5/GTA5/images\01067.png,GTA5/GTA5/labels\01067.png
GTA5/GTA5/images\01068.png,GTA5/GTA5/labels\01068.png
GTA5/GTA5/images\01069.png,GTA5/GTA5/labels\01069.png
GTA5/GTA5/images\01070.png,GTA5/GTA5/labels\01070.png
GTA5/GTA5/images\01071.png,GTA5/GTA5/labels\01071.png
GTA5/GTA5/images\01072.png,GTA5/GTA5/labels\01072.png
GTA5/GTA5/images\01073.png,GTA5/GTA5/labels\01073.png
GTA5/GTA5/images\01074.png,GTA5/GTA5/labels\01074.png
GTA5/GTA5/images\01075.png,GTA5/GTA5/labels\01075.png
GTA5/GTA5/images\01076.png,GTA5/GTA5/labels\01076.png
GTA5/GTA5/images\01077.png,GTA5/GTA5/labels\01077.png
GTA5/GTA5/images\01078.png,GTA5/GTA5/labels\01078.png
GTA5/GTA5/images\01079.png,GTA5/GTA5/labels\01079.png
GTA5/GTA5/images\01080.png,GTA5/GTA5/labels\01080.png
GTA5/GTA5/images\01081.png,GTA5/GTA5/labels\01081.png
GTA5/GTA5/images\01082.png,GTA5/GTA5/labels\01082.png
GTA5/GTA5/images\01083.png,GTA5/GTA5/labels\01083.png
GTA5/GTA5/images\01084.png,GTA5/GTA5/labels\01084.png
GTA5/GTA5/images\01085.png,GTA5/GTA5/labels\01085.png
GTA5/GTA5/images\01086.png,GTA5/GTA5/labels\01086.png
GTA5/GTA5/images\01087.png,GTA5/GTA5/labels\01087.png
GTA5/GTA5/images\01088.png,GTA5/GTA5/labels\01088.png
GTA5/GTA5/images\01089.png,GTA5/GTA5/labels\01089.png
GTA5/GTA5/images\01090.png,GTA5/GTA5/labels\01090.png
GTA5/GTA5/images\01091.png,GTA5/GTA5/labels\01091.png
GTA5/GTA5/images\01092.png,GTA5/GTA5/labels\01092.png
GTA5/GTA5/images\01093.png,GTA5/GTA5/labels\01093.png
GTA5/GTA5/images\01094.png,GTA5/GTA5/labels\01094.png
GTA5/GTA5/images\01095.png,GTA5/GTA5/labels\01095.png
GTA5/GTA5/images\01096.png,GTA5/GTA5/labels\01096.png
GTA5/GTA5/images\01097.png,GTA5/GTA5/labels\01097.png
GTA5/GTA5/images\01098.png,GTA5/GTA5/labels\01098.png
GTA5/GTA5/images\01099.png,GTA5/GTA5/labels\01099.png
GTA5/GTA5/images\01100.png,GTA5/GTA5/labels\01100.png
GTA5/GTA5/images\01101.png,GTA5/GTA5/labels\01101.png
GTA5/GTA5/images\01102.png,GTA5/GTA5/labels\01102.png
GTA5/GTA5/images\01103.png,GTA5/GTA5/labels\01103.png
GTA5/GTA5/images\01104.png,GTA5/GTA5/labels\01104.png
GTA5/GTA5/images\01105.png,GTA5/GTA5/labels\01105.png
GTA5/GTA5/images\01106.png,GTA5/GTA5/labels\01106.png
GTA5/GTA5/images\01107.png,GTA5/GTA5/labels\01107.png
GTA5/GTA5/images\01108.png,GTA5/GTA5/labels\01108.png
GTA5/GTA5/images\01109.png,GTA5/GTA5/labels\01109.png
GTA5/GTA5/images\01110.png,GTA5/GTA5/labels\01110.png
GTA5/GTA5/images\01111.png,GTA5/GTA5/labels\01111.png
GTA5/GTA5/images\01112.png,GTA5/GTA5/labels\01112.png
GTA5/GTA5/images\01113.png,GTA5/GTA5/labels\01113.png
GTA5/GTA5/images\01114.png,GTA5/GTA5/labels\01114.png
GTA5/GTA5/images\01115.png,GTA5/GTA5/labels\01115.png
GTA5/GTA5/images\01116.png,GTA5/GTA5/labels\01116.png
GTA5/GTA5/images\01117.png,GTA5/GTA5/labels\01117.png
GTA5/GTA5/images\01118.png,GTA5/GTA5/labels\01118.png
GTA5/GTA5/images\01119.png,GTA5/GTA5/labels\01119.png
GTA5/GTA5/images\01120.png,GTA5/GTA5/labels\01120.png
GTA5/GTA5/images\01121.png,GTA5/GTA5/labels\01121.png
GTA5/GTA5/images\01122.png,GTA5/GTA5/labels\01122.png
GTA5/GTA5/images\01123.png,GTA5/GTA5/labels\01123.png
GTA5/GTA5/images\01124.png,GTA5/GTA5/labels\01124.png
GTA5/GTA5/images\01125.png,GTA5/GTA5/labels\01125.png
GTA5/GTA5/images\01126.png,GTA5/GTA5/labels\01126.png
GTA5/GTA5/images\01127.png,GTA5/GTA5/labels\01127.png
GTA5/GTA5/images\01128.png,GTA5/GTA5/labels\01128.png
GTA5/GTA5/images\01129.png,GTA5/GTA5/labels\01129.png
GTA5/GTA5/images\01130.png,GTA5/GTA5/labels\01130.png
GTA5/GTA5/images\01131.png,GTA5/GTA5/labels\01131.png
GTA5/GTA5/images\01132.png,GTA5/GTA5/labels\01132.png
GTA5/GTA5/images\01133.png,GTA5/GTA5/labels\01133.png
GTA5/GTA5/images\01134.png,GTA5/GTA5/labels\01134.png
GTA5/GTA5/images\01135.png,GTA5/GTA5/labels\01135.png
GTA5/GTA5/images\01136.png,GTA5/GTA5/labels\01136.png
GTA5/GTA5/images\01137.png,GTA5/GTA5/labels\01137.png
GTA5/GTA5/images\01138.png,GTA5/GTA5/labels\01138.png
GTA5/GTA5/images\01139.png,GTA5/GTA5/labels\01139.png
GTA5/GTA5/images\01140.png,GTA5/GTA5/labels\01140.png
GTA5/GTA5/images\01141.png,GTA5/GTA5/labels\01141.png
GTA5/GTA5/images\01142.png,GTA5/GTA5/labels\01142.png
GTA5/GTA5/images\01143.png,GTA5/GTA5/labels\01143.png
GTA5/GTA5/images\01144.png,GTA5/GTA5/labels\01144.png
GTA5/GTA5/images\01145.png,GTA5/GTA5/labels\01145.png
GTA5/GTA5/images\01146.png,GTA5/GTA5/labels\01146.png
GTA5/GTA5/images\01147.png,GTA5/GTA5/labels\01147.png
GTA5/GTA5/images\01148.png,GTA5/GTA5/labels\01148.png
GTA5/GTA5/images\01149.png,GTA5/GTA5/labels\01149.png
GTA5/GTA5/images\01150.png,GTA5/GTA5/labels\01150.png
GTA5/GTA5/images\01151.png,GTA5/GTA5/labels\01151.png
GTA5/GTA5/images\01152.png,GTA5/GTA5/labels\01152.png
GTA5/GTA5/images\01153.png,GTA5/GTA5/labels\01153.png
GTA5/GTA5/images\01154.png,GTA5/GTA5/labels\01154.png
GTA5/GTA5/images\01155.png,GTA5/GTA5/labels\01155.png
GTA5/GTA5/images\01156.png,GTA5/GTA5/labels\01156.png
GTA5/GTA5/images\01157.png,GTA5/GTA5/labels\01157.png
GTA5/GTA5/images\01158.png,GTA5/GTA5/labels\01158.png
GTA5/GTA5/images\01159.png,GTA5/GTA5/labels\01159.png
GTA5/GTA5/images\01160.png,GTA5/GTA5/labels\01160.png
GTA5/GTA5/images\01161.png,GTA5/GTA5/labels\01161.png
GTA5/GTA5/images\01162.png,GTA5/GTA5/labels\01162.png
GTA5/GTA5/images\01163.png,GTA5/GTA5/labels\01163.png
GTA5/GTA5/images\01164.png,GTA5/GTA5/labels\01164.png
GTA5/GTA5/images\01165.png,GTA5/GTA5/labels\01165.png
GTA5/GTA5/images\01166.png,GTA5/GTA5/labels\01166.png
GTA5/GTA5/images\01167.png,GTA5/GTA5/labels\01167.png
GTA5/GTA5/images\01168.png,GTA5/GTA5/labels\01168.png
GTA5/GTA5/images\01169.png,GTA5/GTA5/labels\01169.png
GTA5/GTA5/images\01170.png,GTA5/GTA5/labels\01170.png
GTA5/GTA5/images\01171.png,GTA5/GTA5/labels\01171.png
GTA5/GTA5/images\01172.png,GTA5/GTA5/labels\01172.png
GTA5/GTA5/images\01173.png,GTA5/GTA5/labels\01173.png
GTA5/GTA5/images\01174.png,GTA5/GTA5/labels\01174.png
GTA5/GTA5/images\01175.png,GTA5/GTA5/labels\01175.png
GTA5/GTA5/images\01176.png,GTA5/GTA5/labels\01176.png
GTA5/GTA5/images\01177.png,GTA5/GTA5/labels\01177.png
GTA5/GTA5/images\01178.png,GTA5/GTA5/labels\01178.png
GTA5/GTA5/images\01179.png,GTA5/GTA5/labels\01179.png
GTA5/GTA5/images\01180.png,GTA5/GTA5/labels\01180.png
GTA5/GTA5/images\01181.png,GTA5/GTA5/labels\01181.png
GTA5/GTA5/images\01182.png,GTA5/GTA5/labels\01182.png
GTA5/GTA5/images\01183.png,GTA5/GTA5/labels\01183.png
GTA5/GTA5/images\01184.png,GTA5/GTA5/labels\01184.png
GTA5/GTA5/images\01185.png,GTA5/GTA5/labels\01185.png
GTA5/GTA5/images\01186.png,GTA5/GTA5/labels\01186.png
GTA5/GTA5/images\01187.png,GTA5/GTA5/labels\01187.png
GTA5/GTA5/images\01188.png,GTA5/GTA5/labels\01188.png
GTA5/GTA5/images\01189.png,GTA5/GTA5/labels\01189.png
GTA5/GTA5/images\01190.png,GTA5/GTA5/labels\01190.png
GTA5/GTA5/images\01191.png,GTA5/GTA5/labels\01191.png
GTA5/GTA5/images\01192.png,GTA5/GTA5/labels\01192.png
GTA5/GTA5/images\01193.png,GTA5/GTA5/labels\01193.png
GTA5/GTA5/images\01194.png,GTA5/GTA5/labels\01194.png
GTA5/GTA5/images\01195.png,GTA5/GTA5/labels\01195.png
GTA5/GTA5/images\01196.png,GTA5/GTA5/labels\01196.png
GTA5/GTA5/images\01197.png,GTA5/GTA5/labels\01197.png
